ALTER,GESCHLECHT,RASSE1,RASSE1_MISCHLING,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
41-50,w,King Charles Spaniel,,2011,m,weiss/beige
21-30,w,Boxer,,2012,w,schwarz/weiss
51-60,m,Dogo Argentino,,2011,m,weiss
61-70,m,Foxterrier,,2008,m,tricolor
71-80,w,Labrador Retriever,,2011,m,braun
31-40,w,Labrador Retriever,,2012,w,schwarz
21-30,m,Chihuahua,,2008,m,braun
21-30,m,Chihuahua,,2007,w,braun
71-80,w,Dackel,,2013,w,sandfarbig
41-50,w,Spitz,,2009,w,schwarz/weiss/beige
21-30,m,Deutscher Schäfer,,2014,m,schwarz
41-50,w,Zwergspitz,,2015,w,weiss
41-50,w,Zwergspitz,,2011,m,schwarz/weiss
61-70,m,Mittelpudel,,2005,w,apricot
41-50,m,Husky,,2006,w,braun/weiss
31-40,m,Yorkshire Terrier,,2012,w,schwarz/beige
41-50,w,Golden Retriever,,2009,w,golden
31-40,m,Mischling gross,,2009,w,beige
61-70,w,Biewer Yorkshire Terrier,,2013,m,schwarz
61-70,w,Bolonka Zwetna,,2013,w,braun/weiss
41-50,w,Pudel,,2012,w,schwarz
41-50,w,Zwergspitz,,2012,m,schwarz
21-30,m,Französische Bulldogge,,2013,m,weiss/blau
41-50,w,Sibirischer Husky,,2012,w,weiss/grau
51-60,w,Bobtail,,2013,w,grau/weiss
41-50,w,Havaneser,,2012,m,weiss/beige
61-70,m,Dalmatiner,,2013,w,weiss/schwarz
51-60,w,Spitz,,2009,w,braun/schwarz/weiss
31-40,w,Podenco,,2013,w,hellbraun/weiss
31-40,w,Mischling gross,,2012,w,hellbraun
51-60,w,Yorkshire Terrier,,2008,w,steelblue/tan
31-40,m,Zwergspitz,,2014,w,orange
51-60,w,Mischling klein,,2013,w,schwarz/weiss
51-60,m,Französische Bulldogge,,2013,m,beige/schwarz
31-40,m,Border Collie,,2013,m,tricolor
41-50,w,Zwergpudel,,2013,m,schwarz
21-30,w,Französische Bulldogge,,2013,m,tricolor
21-30,w,Old Englische Bulldogge,,2015,w,braun/weiss
21-30,m,Altdeutscher Schäfer,,2013,w,grau
21-30,w,Mops,,2013,w,beige/schwarz
31-40,w,Mops,,2009,w,beige
41-50,m,Tibet Terrier,,2013,w,weiss/schwarz
21-30,w,Rottweiler,Mischling,2012,w,schwarz/braun
61-70,m,Kleiner Münsterländer,,2015,m,braun/weiss
41-50,w,Briard,,2013,w,fauve
41-50,w,Boxer,,2015,w,dunkel gestromt
41-50,w,Bolonka Zwetna,,2016,w,black/tan
51-60,w,Podenco,Mischling,2006,m,braun/weiss
41-50,w,Malteser,,2013,w,weiss
51-60,m,Jagdhund,,2012,m,weiss/braun
71-80,w,Tibetan Spaniel,,2009,m,schwarz/braun
31-40,w,Schäfer,,2007,w,schwarz
51-60,w,Labrador Retriever,,2013,w,rot
51-60,m,Yorkshire Terrier,,2013,m,schwarz/beige
41-50,w,Pinscher,,2013,m,schwarz/braun
31-40,m,Beagle,,2013,m,tricolor
71-80,w,Chihuahua,,2006,m,schwarz/braun
31-40,w,Chihuahua,,2013,w,beige
31-40,m,Malteser,,2011,w,weiss
71-80,w,Lhasa Apso,,2006,m,beige
71-80,w,Lhasa Apso,,2006,w,beige
31-40,w,Chihuahua,,2011,m,weiss/orange
31-40,w,Mischling gross,,2013,w,tricolor
71-80,w,Pudel,,2012,m,schwarz
21-30,w,Dalmatiner,,2016,w,schwarz/weiss
21-30,w,Yorkshire Terrier,,2013,w,schwarz/braun
41-50,w,Papillon,,2013,m,tricolor
41-50,w,Papillon,,2015,w,tricolor
41-50,w,Zwergpinscher,,2013,w,schwarz/braun
31-40,w,Schäfer,Mischling,2011,w,schwarz/braun
41-50,w,Mischling klein,,2010,w,schwarz/braun
51-60,m,Pekingese,,2013,w,braun/grau
31-40,w,Shar Pei,,2013,m,braun
Nov-20,w,Jack Russel Terrier,,2013,w,weiss/braun
71-80,w,Golden Retriever,,2004,w,golden
51-60,m,Foxterrier,,2006,w,tricolor
21-30,w,Mischling klein,,2013,w,beige/schwarz
41-50,w,Zwergpudel,,2013,m,blondfarben
41-50,w,Beagle,,2007,m,tricolor
31-40,w,Pudel,Mischling,2012,m,weiss
31-40,w,Bolonka Zwetna,,2015,m,schwarz/weiss
51-60,w,Jack Russel Terrier,,2013,w,tricolor
31-40,w,Spanischer Wasserhund,,2012,w,weiss/braun
31-40,w,Kurzhaar Dackel,,2013,m,rot
31-40,w,Mischling gross,,2007,w,gestromt
31-40,w,Mischling gross,,2007,w,beige
51-60,w,Parson Russell Terrier,,2005,w,tricolor
21-30,w,Jack Russel Terrier,,2013,w,tricolor
61-70,w,Miniature Australien Shepard,,2013,w,blue/merle
41-50,m,Teckel,,2005,w,weiss/braun
21-30,w,Dogo Canario,,2016,w,beige/grau
21-30,w,Alano,,2013,m,gestromt
31-40,m,Lagotto Romagnolo,,2013,w,black/tan
31-40,w,Appenzeller Sennenhund,Mischling,2011,w,tricolor
61-70,w,Mischling klein,,2013,w,hellbraun
31-40,m,Shih Tzu,,2007,w,braun/weiss
41-50,m,Flat Coated Retriever,,2013,m,schwarz
31-40,m,Mischling gross,,2012,w,braun
31-40,w,Magyar Viszla,,2013,w,beige
31-40,w,Golden Retriever,,2012,w,golden
41-50,w,Mischling gross,,2008,m,braun/grau
41-50,w,Mischling klein,Mischling,2008,m,schwarz/weiss
41-50,w,Malteser,Mischling,2012,w,weiss
61-70,w,Akita Inu,,2013,w,rot
41-50,w,Cavalier King Charles Spaniel,,2009,m,tricolor
71-80,w,Golden Retriever,,2011,w,golden
61-70,w,Havaneser,,2004,m,weiss
51-60,m,Griffon,,2013,m,schwarz/loh
41-50,m,Schnauzer,Mischling,2013,m,schwarz
21-30,w,Deutscher Boxer,,2012,m,gelb
41-50,m,Shih Tzu,,2013,m,gold/weiss
21-30,w,Border Collie,Mischling,2012,w,schwarz/weiss
41-50,w,Samojede,Mischling,2013,w,weiss
71-80,w,Terrier,Mischling,2013,w,weiss/schwarz
41-50,m,Appenzeller,Mischling,2013,m,schwarz
51-60,w,Bearded Collie,Mischling,2013,m,braun/weiss
71-80,w,Lhasa Apso,,2008,m,sandfarbig
51-60,w,Golden Retriever,,2005,w,blondfarben
31-40,w,Old Englische Bulldogge,,2013,m,braun/weiss
41-50,m,Deutscher Schäfer,,2007,w,schwarz/beige
41-50,w,Jack Russel Terrier,,2013,m,tricolor
41-50,w,Rhodesian Ridgeback,,2013,w,rot
41-50,m,Flat Coated Retriever,,2013,m,schwarz
41-50,m,Spitz,,2013,m,braun
31-40,m,Chihuahua,,2013,m,tricolor
41-50,w,Spanischer Wasserhund,,2013,w,weiss/braun
41-50,m,Chihuahua,,2013,w,tricolor
51-60,m,Field Spaniel,,2009,m,braun
41-50,w,Rauhaar Dackel,,2016,m,saufarben
41-50,w,Rauhaar Dackel,,2013,w,saufarben
21-30,w,English Cocker Spaniel,,2011,w,braun
51-60,w,Deutscher Pinscher,,2013,w,hirschrot
21-30,m,Französische Bulldogge,,2015,w,dunkel gestromt
81-90,w,Pekingese,,2010,m,hellbraun
41-50,m,Golden Retriever,,2011,m,schwarz
61-70,w,Zwergdackel,,1999,m,braun
71-80,w,Parson Jack Russell Terrier,,2013,w,weiss/schwarz
41-50,w,Mischling klein,,2012,w,grau
21-30,w,Pinscher,,2013,m,braun
31-40,m,Mischling gross,,2007,m,schwarz/braun/weiss
31-40,m,Labrador Retriever,Mischling,2006,m,schwarz
41-50,w,Lagotto Romagnolo,,2013,w,orange
41-50,w,Labrador Retriever,,2013,m,schwarz/grau
21-30,w,Yorkshire Terrier,,2013,m,schwarz/braun
51-60,m,Mischling klein,,2009,m,weiss/beige
41-50,w,Irish Terrier,,2013,w,rot
41-50,w,Mittelpudel,,2013,m,black/tan
21-30,w,Zwergspitz,,2011,w,weiss
41-50,w,Belgischer Schäfer,,2011,m,schwarz
61-70,m,Appenzeller,Mischling,2013,m,rot/weiss
51-60,w,Kleinspitz,,2013,m,orange
21-30,m,Mischling gross,,2010,w,rot
51-60,w,Pinscher,,2010,w,schwarz/braun
31-40,w,Mischling gross,,2013,w,tricolor
71-80,w,Mischling klein,,2008,m,beige
21-30,w,Dackel,,2009,w,schwarz/braun
51-60,m,Flat Coated Retriever,,2009,m,schwarz
41-50,w,Malteser,,2013,w,weiss
41-50,w,Yorkshire Terrier,,2009,w,black/tan
41-50,m,Chihuahua,Mischling,2009,m,weiss
21-30,m,Weimaraner,,2013,m,beige/grau
41-50,m,Mischling gross,,2009,w,blond/weiss
31-40,w,Chihuahua,,2014,m,schwarz/weiss
31-40,w,Chihuahua,,2013,w,braun
31-40,w,Miniature Bull Terrier,,2008,w,weiss
61-70,w,Malteser,,2013,m,weiss
21-30,w,Zwergspitz,,2013,w,weiss
21-30,w,Zwergspitz,,2013,w,weiss
51-60,w,Entlebucher Sennenhund,,2016,w,tricolor
21-30,m,Mischling klein,,2013,w,hellbraun
21-30,w,Chihuahua,,2013,m,braun/beige
51-60,w,Labrador Retriever,,2013,w,gelb
61-70,w,Irish Wolfhound,,2004,m,tricolor
51-60,w,Mischling klein,,2003,m,schwarz/braun
61-70,w,Chihuahua,,2013,w,schwarz
61-70,w,Chihuahua,,2014,w,beige
61-70,w,Japan Chin,,2012,w,rot/weiss
61-70,w,Chinese Crested,,2009,m,braun
61-70,w,Chinese Crested,,2008,w,weiss/schwarz
51-60,w,Mischling klein,,2000,w,beige/braun
71-80,m,Malteser,,2013,m,weiss
31-40,w,Labrador Retriever,,2013,m,braun
21-30,w,Wasserhund,,2008,m,beige
61-70,w,Mischling klein,,2012,w,tricolor
61-70,w,Mischling klein,,2012,w,braun/weiss
61-70,w,Mischling gross,,2013,w,schwarz/weiss
21-30,m,Mischling klein,,2013,w,schwarz/weiss
21-30,w,Zwergspitz,,2011,w,weiss
41-50,w,Deutscher Schäfer,,2012,w,schwarz/braun
41-50,w,Toyterrier,,2015,w,black/tan
41-50,w,English Toy Terrier,,2013,w,black/tan
21-30,w,Chihuahua,,2009,m,schwarz/braun/weiss
21-30,m,Chihuahua,,2008,m,beige
21-30,m,Französische Bulldogge,,2015,m,blue/tan
21-30,m,Chihuahua,,2010,w,grau
31-40,m,Zwergpinscher,,2005,m,schwarz/braun
41-50,m,Golden Retriever,,2013,m,creme
51-60,m,Pit Bull Terrier,,2003,w,gestromt
41-50,w,Jack Russel Terrier,,2013,m,weiss/braun
21-30,w,Mops,,2013,w,beige
51-60,w,Französische Bulldogge,,2013,w,weiss/grau
51-60,w,Zwergspitz,,2013,m,creme
31-40,w,Chihuahua,,2013,w,weiss/creme
41-50,m,Rhodesian Ridgeback,,2012,m,braun
21-30,m,Labrador Retriever,,2012,w,schwarz
41-50,w,Zwergpinscher,Mischling,2013,w,schwarz/weiss
21-30,w,Cocker Spaniel,,2013,m,schwarz
41-50,w,Chinese Crested,,2014,m,grau/weiss
41-50,w,Chinese Crested,,2006,m,weiss/grau
31-40,w,Mischling klein,,2013,w,schwarz
21-30,w,Yorkshire Terrier,,2013,m,schwarz/beige
41-50,w,Grosspudel,,2010,w,braun
41-50,w,Grosspudel,,2010,w,braun
51-60,w,Schäfer,Mischling,2003,m,braun/schwarz/grau
31-40,w,Appenzeller Sennenhund,Mischling,2010,m,tricolor
31-40,w,Mops,,2012,m,schwarz
61-70,w,Schäfer,,2011,w,schwarz/gelb
31-40,w,Mischling klein,,2012,w,weiss/beige
51-60,w,Lagotto Romagnolo,,2014,w,bianco-aranico
31-40,m,Labrador Retriever,,2014,m,dunkelbraun
31-40,w,Mops,,2013,m,schwarz/weiss
81-90,w,Tibet Terrier,,2001,w,black/tan
61-70,w,Chihuahua,,2012,m,weiss
21-30,w,Husky,,2013,m,beige/rot
61-70,w,Puli,Mischling,2015,m,beige/braun
31-40,m,Yorkshire Terrier,,2012,m,black/tan
21-30,m,Labrador Retriever,Mischling,2008,w,schwarz/weiss
61-70,m,Schäfer,Mischling,2007,w,braun/schwarz
31-40,w,Mischling klein,,2007,w,weiss
21-30,w,Malteser,,2014,m,weiss
21-30,m,Dackel,,2015,m,braun
21-30,m,Jack Russel Terrier,,2011,m,tricolor
31-40,w,Jack Russel Terrier,Mischling,2013,w,tricolor
41-50,m,Pudel,Mischling,2001,m,weiss
41-50,m,Golden Retriever,,2012,w,weiss
31-40,w,Appenzeller Sennenhund,Mischling,2011,w,schwarz/weiss/braun
71-80,w,Kuvasz,,2007,w,weiss
41-50,w,Groenendael,,2012,w,schwarz
41-50,w,Yorkshire Terrier,,2009,w,black/tan
31-40,w,Mops,,2014,m,beige
61-70,w,Labrador Retriever,,2010,m,schwarz
31-40,w,Mops,,2005,m,beige
31-40,w,Französische Bulldogge,,2004,m,schwarz
61-70,m,Mischling klein,,2011,w,braun
51-60,m,Mischling klein,,2012,w,weiss/braun/schwarz
51-60,m,Thai Ridgeback,Mischling,2011,w,grau/schwarz
41-50,m,Bretonischer Spaniel,,2009,m,braun/weiss
41-50,m,Bretonischer Spaniel,,2009,m,braun/weiss
31-40,m,Chihuahua,,2013,m,beige
61-70,w,Mischling klein,,2003,w,weiss
31-40,w,Rottweiler,Mischling,2005,w,schwarz/braun
31-40,w,Mischling gross,,2000,m,schwarz/braun/weiss
41-50,w,Labrador Retriever,Mischling,2005,w,schwarz
51-60,m,Jack Russel Terrier,Mischling,2012,w,schwarz/weiss/braun
41-50,m,Französische Bulldogge,,2009,m,gestromt
21-30,w,Französische Bulldogge,,2010,m,schwarz/weiss
41-50,w,Irish Soft Coated Wheaten Terrier,,2013,w,beige
71-80,w,Französische Bulldogge,,2010,w,gestromt
41-50,m,Pinscher,,2009,m,schwarz
31-40,w,Mischling gross,,2013,m,hellbraun
81-90,w,Bolonka Zwetna,,2008,m,braun
41-50,w,Golden Retriever,,2013,w,golden
31-40,m,Chihuahua,,2014,w,weiss/beige
21-30,w,Chihuahua,,2014,m,tricolor
21-30,w,Chihuahua,,2014,m,braun/weiss
31-40,m,Schäfer,Mischling,2005,w,tricolor
51-60,m,Labradoodle,,2013,w,braun
41-50,w,Jack Russel Terrier,,2002,w,braun/weiss
41-50,w,Dackel,Mischling,2014,m,hellbraun
71-80,w,American Cocker Spaniel,,2012,m,schwarz
51-60,w,Chihuahua,,2013,m,beige
51-60,w,Havaneser,,2014,m,hellfarben
21-30,w,Dogo Canario,,2011,w,schwarz
21-30,w,Pinscher,,2012,w,braun
51-60,w,Belgischer Schäfer,,2014,m,fauve
41-50,m,Mischling gross,,2012,m,beige
61-70,m,Chihuahua,,2012,w,braun/weiss
61-70,m,Chihuahua,,2009,w,beige
61-70,m,Chihuahua,,2012,w,braun
51-60,m,Whippet,,2013,m,braun/weiss
61-70,w,Bolonka Zwetna,,2014,m,schwarz/weiss
31-40,w,Mischling klein,,2012,m,schwarz
31-40,m,Mischling gross,,2003,m,weiss/schwarz
21-30,w,Mischling klein,,2005,w,weiss
61-70,m,Deutscher Schäfer,,2011,w,beige/schwarz
71-80,w,Cavalier King Charles Spaniel,,2013,m,tricolor
41-50,w,Bolonka Zwetna,,2016,w,creme
31-40,w,Französische Bulldogge,,2012,w,schwarz/rot
31-40,w,Boston Terrier,,2006,m,schwarz/weiss
31-40,w,Malteser,,2003,w,weiss
21-30,w,Chihuahua,,2014,m,weiss/braun
61-70,m,Labrador Retriever,,2005,m,schwarz
71-80,m,Chihuahua,,2007,m,weiss/braun
31-40,w,Jack Russel Terrier,,2006,m,tricolor
41-50,w,Malteser,,2014,m,weiss
21-30,m,Labradoodle,,2012,m,grau
71-80,m,Jack Russel Terrier,,2009,m,weiss/schwarz
51-60,w,Mischling gross,,2012,w,braun
51-60,w,Malinois,,2012,w,braun
Nov-20,w,Malteser,,2013,w,tricolor
41-50,w,Mischling klein,,2013,w,schwarz/weiss
21-30,w,Mischling gross,,2011,m,braun/schwarz
31-40,w,Chihuahua,,2012,m,beige
31-40,w,Australian Shepherd,,2013,m,schwarz/weiss/braun
21-30,w,Französische Bulldogge,,2014,w,schwarz/weiss
31-40,w,Bernhardiner,,2014,m,rot/weiss
31-40,m,Zwergschnauzer,,2013,m,weiss
21-30,m,Australian Cattle Dog,,2010,m,tricolor
61-70,w,Chihuahua,,2013,w,tricolor
41-50,w,West Highland White Terrier,,2011,m,weiss
21-30,w,Mischling klein,,2010,m,braun
21-30,w,Chihuahua,,2010,w,beige
41-50,w,Norwegischer Buhund,,2010,w,beige
41-50,w,Mischling gross,,2015,w,weiss/beige
31-40,w,Chihuahua,,2011,w,beige/braun
31-40,w,Chihuahua,,2009,m,beige
31-40,w,Bergamasker,,2010,w,schwarz/braun/grau
61-70,w,Lagotto Romagnolo,,2014,m,weiss
31-40,w,Cocker Spaniel,,2008,w,braun/weiss
61-70,w,Collie,Mischling,2004,m,tricolor
61-70,w,Volpino,Mischling,2007,w,weiss/rot
51-60,w,Zwergspitz,,2013,m,braun
51-60,w,Zwergspitz,,2011,w,orange
31-40,m,Chihuahua,,2010,w,braun/weiss
31-40,m,Yorkshire Terrier,,2013,m,grau/beige
51-60,w,Norwegischer Lundehund,,2011,m,braun/weiss
31-40,m,Mops,,2010,w,schwarz
51-60,w,Malteser,,2014,w,weiss
21-30,w,Mops,,2014,w,schwarz
31-40,w,Spinone,,2010,w,creme
61-70,w,Bearded Collie,,2016,m,braun
61-70,w,Grosspudel,,2009,w,weiss
61-70,w,Norwich Terrier,,2009,w,black/tan
21-30,m,Rottweiler,,2015,m,schwarz/braun
21-30,m,Miniature Bull Terrier,,2014,m,gestromt
51-60,w,Mischling klein,,2012,w,braun
41-50,w,Flat Coated Retriever,,2014,m,schwarz
21-30,w,Chihuahua,,2009,m,braun/weiss
41-50,w,Bolonka Zwetna,,2014,m,braun/weiss
51-60,w,Lagotto Romagnolo,,2014,w,braun
31-40,w,Mischling klein,,2005,m,braun/weiss
51-60,m,Shetland Sheepdog,,2014,m,braun/weiss
31-40,w,Chihuahua,,2008,w,grau
41-50,w,Beagle,,2014,m,tricolor
51-60,w,Havaneser,,2014,w,schwarz/weiss
51-60,w,Goldendoodle,,2014,m,blondfarben
41-50,w,Lagotto Romagnolo,,2014,w,weiss
21-30,w,Mischling gross,,2014,w,braun gestromt
41-50,w,Tibet Terrier,,2013,w,schwarz/braun/weiss
61-70,w,Malteser,,2014,w,schwarz/weiss
21-30,m,Boxer,,2008,m,gestromt
61-70,m,Mischling klein,,2002,m,beige
61-70,m,Jack Russel Terrier,,2014,m,tricolor
41-50,w,Chihuahua,,2011,w,beige/weiss
21-30,w,Mischling klein,,2012,m,tricolor
21-30,w,Basenji,,2014,w,rot/weiss
41-50,m,Schäfer,Mischling,2005,m,schwarz/braun
31-40,w,Dalmatiner,Mischling,2011,m,schwarz/weiss
41-50,w,Chihuahua,,2013,w,weiss/beige
41-50,w,Mischling gross,,2014,m,schwarz/weiss
41-50,w,Yorkshire Terrier,,2014,w,schwarz/braun
71-80,w,Labrador Retriever,,2013,w,schwarz
51-60,w,Langhaardackel,,2001,w,rotbraun
41-50,w,Zwergpudel,,2010,m,apricot
41-50,m,Mischling gross,,2012,w,braun gestromt
21-30,w,Malteser,,2014,w,beige
Nov-20,w,Yorkshire Terrier,,2014,m,schwarz/braun
41-50,w,Labradoodle,,2014,m,creme
41-50,w,Shih Tzu,,2014,w,weiss/braun
21-30,m,Cocker Spaniel,,2014,m,rot
41-50,w,Malteser,,2013,m,weiss
41-50,w,Prager Rattler,,2014,m,braun
21-30,m,Entlebucher Sennenhund,Mischling,2014,m,tricolor
51-60,w,Bergamasker,,2014,m,grau
21-30,w,Continental Bulldog,,2014,m,gestromt
21-30,w,Pinscher,,2014,m,braun
41-50,m,Mittelpudel,,2014,m,apricot
51-60,w,Goldendoodle,,2015,w,fawn
51-60,m,Havaneser,,2012,w,schwarz/grau
51-60,m,Shih Tzu,,2014,w,schwarz/weiss
41-50,w,Shiba Inu,,2009,w,hellbraun
21-30,w,Jack Russel Terrier,,2008,w,tricolor
51-60,w,Yorkshire Terrier,,2014,w,tricolor
51-60,w,Yorkshire Terrier,,2013,w,braun/schwarz
71-80,w,Deutscher Boxer,,2013,w,dunkel gestromt
51-60,w,West Highland White Terrier,,2004,w,weiss
31-40,w,Chihuahua,,2013,w,tricolor
21-30,w,Windhund,,2013,m,schwarz
31-40,w,Chihuahua,,2013,m,schwarz/braun
41-50,m,Malteser,,2016,m,weiss
41-50,w,Labrador Retriever,,2013,m,schwarz
31-40,w,Malteser,Mischling,2013,m,weiss
31-40,w,Border Collie,,2013,m,rotbraun/weiss
31-40,m,Appenzeller Sennenhund,,2008,m,schwarz/weiss/braun
41-50,m,Yorkshire Terrier,,2008,w,steelblue
61-70,m,Shih Tzu,,2013,m,schwarz
31-40,m,Mischling klein,,2004,w,braun
21-30,m,Mischling klein,,2003,w,braun
61-70,w,Yorkshire Terrier,,2014,m,braun/schwarz
41-50,w,Bichon frisé,,2009,w,weiss
41-50,m,Golden Retriever,,2014,m,golden
21-30,w,Bolonka Zwetna,,2014,m,choco
21-30,w,Bolonka Zwetna,,2015,m,creme
31-40,w,Jack Russel Terrier,,2013,w,tricolor
Nov-20,w,Yorkshire Terrier,,2014,w,schwarz/braun
21-30,w,Mops,,2011,m,beige
31-40,m,Deutscher Schäfer,,2012,m,grau
41-50,w,Chihuahua,,2014,w,rot/weiss
51-60,w,Malteser,,2013,m,weiss
21-30,w,Chihuahua,,2013,w,weiss/rot
61-70,m,Cocker Spaniel,,2007,m,schwarz
21-30,m,Mops,,2007,w,braun gestromt
51-60,m,Tibet Terrier,,2013,m,weiss/schwarz
31-40,w,Cocker Spaniel,Mischling,2014,m,grau/schwarz
51-60,w,Mischling klein,,2008,w,schwarz
41-50,w,Yorkshire Terrier,,2013,m,black/tan
41-50,w,Mops,,2013,w,schwarz
21-30,m,Chihuahua,,2009,w,blondfarben
21-30,w,Zwergpinscher,,2014,w,schwarz/braun
61-70,m,Papillon,,2013,m,schwarz/weiss
51-60,w,Französische Bulldogge,,2013,m,schwarz/weiss
31-40,m,Labrador Retriever,,2013,m,schwarz
21-30,w,Französische Bulldogge,,2013,w,brindle
61-70,m,Mischling klein,,2013,w,schwarz/weiss
21-30,w,Yorkshire Terrier,,2013,m,braun/schwarz
21-30,m,Malteser,,2013,w,weiss
51-60,m,Yorkshire Terrier,,2013,w,tricolor
81-90,w,Mischling klein,,2005,m,braun
31-40,w,Malteser,Mischling,2013,m,weiss
21-30,w,Mops,,2013,m,beige
21-30,w,Chihuahua,,2013,m,weiss/schwarz
41-50,w,Cavalier King Charles Spaniel,,2008,w,ruby
61-70,w,Mops,,2013,w,braun/schwarz
21-30,m,Jack Russel Terrier,,2013,m,weiss/braun
31-40,w,Yorkshire Terrier,,2013,m,black/tan
21-30,m,Mittelspitz,,2013,m,schwarz/weiss
31-40,w,Foxterrier,,2008,w,tricolor
21-30,w,Chihuahua,,2013,w,beige/weiss
21-30,w,Chihuahua,,2011,w,black/tan
41-50,w,Chihuahua,,2014,w,weiss
31-40,m,Boxer,,2013,m,braun/weiss
61-70,w,Labrador Retriever,,2014,m,gelb
21-30,w,Französische Bulldogge,,2013,m,grau
61-70,m,Parson Jack Russell Terrier,,2013,w,tricolor
31-40,w,Malteser,,2013,m,weiss
31-40,m,English Cocker Spaniel,,2013,m,blue/tan
51-60,m,Französische Bulldogge,,2013,m,schwarz
41-50,m,Chihuahua,,2014,m,schwarz/braun
71-80,w,Leonberger,,2012,w,löwenfarbig
71-80,w,Pudel,,2016,m,apricot
61-70,m,Chihuahua,,2013,m,braun/grau
21-30,w,Chihuahua,,2013,w,schwarz/beige
41-50,m,Rhodesian Ridgeback,,2009,m,wheaton
41-50,m,Rhodesian Ridgeback,,2008,m,wheaton
41-50,w,Französische Bulldogge,,2011,w,schwarz/weiss
61-70,w,Pinscher,,2013,m,hellbraun
31-40,w,Zwergspitz,,2015,m,creme
31-40,w,Zwergspitz,,2015,w,creme
31-40,w,Spitz,,2012,w,weiss
31-40,w,Chihuahua,,2013,m,schwarz/braun/weiss
21-30,m,Labrador Retriever,,2014,m,braun
31-40,w,Chihuahua,,2013,m,braun/weiss
41-50,w,Malteser,,2010,m,weiss
31-40,m,Kleinspitz,,2013,w,tricolor
31-40,w,Pudel,,2011,m,schwarz
21-30,m,Terrier,Mischling,2013,w,weiss/schwarz
31-40,w,Rhodesian Ridgeback,,2012,m,braun/schwarz
31-40,w,Mischling klein,,2010,m,beige
31-40,m,Chihuahua,,2013,m,hellbraun
31-40,m,Chihuahua,,2013,w,braun
31-40,w,Mops,,2013,m,beige
31-40,w,Französische Bulldogge,,2016,m,blau/grau
41-50,w,Zwergpinscher,,2014,w,schwarz/braun
31-40,w,Border Collie,Mischling,2011,w,schwarz/weiss
61-70,w,Yorkshire Terrier,,2014,m,black/tan
21-30,w,Jack Russel Terrier,,2014,w,tricolor
31-40,w,Mops,,2012,w,beige
21-30,w,Französische Bulldogge,,2014,m,braun/weiss
51-60,m,Zwergspitz,,2009,m,schwarz/weiss
31-40,m,Beagle,,2013,m,tricolor
31-40,w,Labrador Retriever,,2007,m,schwarz
21-30,m,Bergamasker,,2013,m,tricolor
31-40,w,Schäfer,,2013,m,schwarz/braun
51-60,w,Golden Retriever,,2005,m,blondfarben
51-60,w,Mischling klein,,2013,w,rot
31-40,w,Miniature Australien Shepard,,2014,w,vierfarbig
31-40,m,Mischling gross,,2014,w,schwarz/braun
21-30,m,Beagle,,2014,m,tricolor
41-50,m,Chihuahua,,2013,w,schwarz/braun
51-60,m,Mischling gross,,2011,m,braun/schwarz
21-30,w,Welsh Corgi Pembroke,,2014,m,rot/weiss
31-40,w,Mischling klein,,2010,w,schwarz
41-50,m,Chihuahua,,2013,w,hellbraun
31-40,w,Pinscher,,2015,w,schwarz/braun
31-40,w,Basset Hound,,2014,m,tricolor
31-40,w,Rhodesian Ridgeback,,2014,m,braun
41-50,m,Windhund,,2013,w,gestromt
41-50,w,Malteser,,2014,m,weiss
31-40,m,Mischling gross,,2014,w,braun/schwarz
21-30,w,Chihuahua,,2014,m,weiss
41-50,m,Golden Retriever,,2014,w,golden
31-40,w,Yorkshire Terrier,,2014,w,black/tan
21-30,w,Vorstehhund,,2014,w,hellbraun
41-50,w,Labrador Retriever,,2010,w,blond/weiss
41-50,m,English Cocker Spaniel,,2014,w,rot
61-70,w,Portugiesischer Wasserhund,,2014,m,braun
71-80,m,Pudel,,2002,w,schwarz
21-30,w,Labrador Retriever,,2012,m,blondfarben
41-50,m,American Cocker Spaniel,,2014,m,apricot
41-50,m,Finnischer Lapphund,,2014,w,schwarz/beige
41-50,w,Französische Bulldogge,,2014,w,braun
51-60,w,Malteser,Mischling,2014,m,weiss/beige
51-60,w,Malteser,,2014,m,weiss
41-50,m,Mischling klein,,2012,w,schwarz
41-50,m,Mischling gross,,2012,w,weiss
21-30,w,Mops,,2014,m,beige
51-60,w,Rhodesian Ridgeback,,2016,w,red-wheaten
31-40,w,Terrier,Mischling,2010,m,tricolor
41-50,w,Irish Terrier,,2014,w,rot
41-50,w,Irish Terrier,,2014,w,rot/beige
31-40,w,Chihuahua,,2014,m,rot/braun
41-50,w,Australian Shepherd,,2009,w,braun
31-40,w,Shar Pei,,2014,m,braun
21-30,w,Biewer Yorkshire Terrier,,2013,m,tricolor
51-60,m,Boston Terrier,,2016,m,schwarz/weiss
21-30,m,Englische Bulldogge,,2012,m,weiss/braun
21-30,w,American Bulldog,,2014,w,braun
41-50,m,Yorkshire Terrier,,2014,m,blue/tan
41-50,m,Miniature Bull Terrier,,2016,w,schwarz/weiss
41-50,m,Yorkshire Terrier,,2012,m,schwarz/braun/beige
21-30,m,Französische Bulldogge,,2013,m,schwarz/weiss
21-30,m,Französische Bulldogge,,2014,m,fauve
